Protein	UniProt,,TIGRFAMs Accession,,Name,,Function,,Gene Symbol,,Isology Type,,Comment
P33271	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P33361	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P33379	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P33380	P33380,,TIGR01771,,L-LDH-NAD,,L-lactate dehydrogenase,,,,equivalog,,This model represents the NAD-dependent L-lactate dehydrogenases from bacteria and eukaryotes.  This enzyme function as as the final step in anaerobic glycolysis.  Although lactate dehydrogenases have in some cases been mistaken for malate dehydrogenases due to the similarity of these two substrates and the apparent ease with which evolution can toggle these activities, critical residues have been identified [1] which can discriminate between the two activities.  At the time of the creation of this model no hits above the trusted cutoff contained critical residues typical of malate dehydrogenases.
P33595	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P33698	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P33919	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P35024	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P35136	P35136,,TIGR01327,,PGDH,,phosphoglycerate dehydrogenase,,serA,,equivalog,,This HMM represents a long form of D-3-phosphoglycerate dehydrogenase, the serA gene of one pathway of serine biosynthesis. Shorter forms, scoring between trusted and noise cutoff, include SerA from E. coli.
P35163	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P35340	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P35469	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P35838	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P36265	P36265,,TIGR00922,,nusG,,transcription termination/antitermination factor NusG,,nusG,,equivalog,,NusG proteins are transcription factors which are aparrently universal in prokaryotes (archaea and eukaryotes have homologs that may have related functions).  The essential components of these factors include an N-terminal RNP-like (ribonucleoprotein) domain and a C-terminal KOW motif (PF00467) believed to be a nucleic acid binding domain [3].   In E. coli, NusA has been shown to interact with RNA polymerase and termination factor Rho.  This model covers a wide variety of bacterial species but excludes mycoplasmas which are covered by a separate model (TIGR01956). The function of all of these NusG proteins is likely to be the same at the level of interaction with RNA and other protein factors to affect termination; however different species may utilize NusG towards different processes and in combination with different suites of affector proteins. In E. coli, NusG promotes rho-dependent termination. It is an essential gene. In Streptomyces virginiae and related species, an additional N-terminal sequence is also present and is suggested to play a role in butyrolactone-mediated autoregulation. In Thermotoga maritima, NusG has a long insert, fails to substitute for E. coli NusG (with or without the long insert), is a large 0.7 % of total cellular protein, and has a general, sequence non-specific DNA and RNA binding activity that blocks ethidium staining, yet permits transcription. Archaeal proteins once termed NusG share the KOW domain but are actually a ribosomal protein corresponding to L24p in bacterial and L26e in eukaryotes (TIGR00405).
P36430	P36430,,TIGR00396,,leuS_bact,,leucine--tRNA ligase,,leuS,,equivalog,,The leucyl-tRNA synthetases belong to two families so broadly different that they are represented by separate models. This model includes both eubacterial and mitochondrial leucyl-tRNA synthetases. It generates higher scores for some valyl-tRNA synthetases than for any archaeal or eukaryotic cytosolic leucyl-tRNA synthetase. Note that the enzyme from Aquifex aeolicus is split into alpha and beta chains; neither chain is long enough to score above the trusted cutoff, but the alpha chain scores well above the noise cutoff. The beta chain must be found by a model and search designed for partial length matches.
P36556	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P36672	P36672,,TIGR00852,,pts-Glc,,PTS system, maltose and glucose-specific subfamily, IIC component,,,,subfamily_domain,,The PTS Glucose-Glucoside (Glc) Family (TC 4.A.1) Bacterial PTS transporters transport and concomitantly phosphorylate their sugar substrates, and typically consist of multiple subunits or protein domains. The Glc family includes permeases specific for glucose, N-acetylglucosamine and a large variety of a- and b-glucosides. However, not all b-glucoside PTS permeases are in this class, as the cellobiose (Cel) b-glucoside PTS permease is in the Lac family (TC #4.A.3). These permeases show limited sequence similarity with members of the Fru family (TC #4.A.2). Several of the E. coli PTS permeases in the Glc family lack their own IIA domains and instead use the glucose IIA protein (IIAglc or Crr). Most of these permeases have the B and C domains linked together in a single polypeptide chain, and a cysteyl residue in the IIB domain is phosphorylated by direct phosphoryl transfer from IIAglc(his~P). Those permeases which lack a IIA domain include the maltose (Mal), arbutin-salicin-cellobiose (ASC), trehalose (Tre), putative glucoside (Glv) and sucrose (Scr) permeases of E. coli . Most, but not all Scr permeases of other bacteria also lack a IIA domain. This Hmm is specific for the IIC domain of the Glc family PTS transporters.
P36683	P36683,,TIGR00117,,acnB,,aconitate hydratase 2,,acnB,,equivalog,,Aconitate hydratase (aconitase) is an enzyme of the TCA cycle. This model describes aconitase 2, AcnB, which has weak similarity to aconitase 1. It is found almost exclusively in the Proteobacteria.
P36938	P36938,,TIGR01132,,pgm,,phosphoglucomutase, alpha-D-glucose phosphate-specific,,pgm,,equivalog,,This enzyme interconverts alpha-D-glucose-1-P and alpha-D-glucose-6-P.
P36945	P36945,,TIGR02152,,D_ribokin_bact,,ribokinase,,rbsK,,equivalog,,This HMM describes ribokinase, an enzyme catalyzing the first step in ribose catabolism. The rbsK gene encoding ribokinase typically is found with ribose transport genes. Ribokinase belongs to the carbohydrate kinase pfkB family (PF00294). In the wide gulf between the current trusted (360 bit) and noise (100 bit) cutoffs are a number of sequences, few of which are clustered with predicted ribose transport genes but many of which are currently annotated as if having ribokinase activity. Most likely some have this function and others do not.
P36947	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37095	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37101	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37146	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37177	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37182	P37182,,TIGR00140,,hupD,,hydrogenase expression/formation protein,,hybD,,equivalog,,valid names: hupD, hynC, hoxM. C at 64 and 67 are believed to be metal binding. Postulated to be involved in processing or hydrogenase. Superfamily suggests that it is a peptidase/protease.
P37188	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37194	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37251	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37253	P37253,,TIGR00465,,ilvC,,ketol-acid reductoisomerase,,ilvC,,equivalog,,This is  the second enzyme in the parallel isoleucine-valine biosynthetic pathway
P37277	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37282	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37330	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37349	P37349,,TIGR02364,,dha_pts,,dihydroxyacetone kinase, phosphotransfer subunit,,,,equivalog_domain,,In E. coli and many other bacteria, unlike the yeasts and a few bacteria such as Citrobacter freundii, the dihydroxyacetone kinase (also called glycerone kinase) transfers a phosphate from a phosphoprotein rather than from ATP and contains multiple subunits. This protein, which resembles proteins of PTS transport systems, is found with its gene adjacent to
P37437	P37437,,TIGR00158,,L9,,ribosomal protein bL9,,rplI,,equivalog,,Ribosomal protein L9 appears to be universal in, but restricted to, eubacteria and chloroplast.
P37455	P37455,,TIGR00621,,ssb,,single-stranded DNA-binding protein,,ssb,,subfamily,,All proteins in this family for which functions are known are single-stranded DNA binding proteins that function in many processes including transcription, repair, replication and recombination. Members encoded between genes for ribosomal proteins S6 and S18 should be annotated as primosomal protein N (PriB). Forms in gamma-protoeobacteria are much shorter and poorly recognized by this model. Additional members of this family include phage proteins. Eukaryotic members are organellar proteins.
P37464	P37464,,TIGR00414,,serS,,serine--tRNA ligase,,serS,,equivalog,,This HMM represents the seryl-tRNA synthetase found in most organisms. This protein is a class II tRNA synthetase, and is recognized by the pfam HMM tRNA-synt_2b. The seryl-tRNA synthetases of two archaeal species, Methanococcus jannaschii and Methanobacterium thermoautotrophicum, differ considerably and are included in a different model.
P37465	P37465,,TIGR00398,,metG,,methionine--tRNA ligase,,metG,,equivalog_domain,,The methionyl-tRNA synthetase (metG) is a class I amino acyl-tRNA ligase. This HMM appears to recognize the methionyl-tRNA synthetase of every species, including eukaryotic cytosolic and mitochondrial forms. The UPGMA difference tree calculated after search and alignment according to this HMM shows an unusual deep split between two families of MetG. One family contains forms from the Archaea, yeast cytosol, spirochetes, and E. coli, among others. The other family includes forms from yeast mitochondrion, Synechocystis sp., Bacillus subtilis, the Mycoplasmas, Aquifex aeolicus, and Helicobacter pylori. The E. coli enzyme is homodimeric, although monomeric forms can be prepared that are fully active. Activity of this enzyme in bacteria includes aminoacylation of fMet-tRNA with Met; subsequent formylation of the Met to fMet is catalyzed by a separate enzyme. Note that the protein from Aquifex aeolicus is split into an alpha (large) and beta (small) subunit; this model does not include the C-terminal region corresponding to the beta chain.;;P37465,,TIGR00399,,metG_C_term,,methionine--tRNA ligase, beta subunit,,metG,,equivalog_domain,,The methionyl-tRNA synthetase (metG) is a class I amino acyl-tRNA ligase. This HMM describes a region of the methionyl-tRNA synthetase that is present at the C-terminus of MetG in some species (E. coli, B. subtilis, Thermotoga maritima, Methanobacterium thermoautotrophicum), and as a separate beta chain in Aquifex aeolicus. It is absent in a number of other species (e.g. Mycoplasma genitalium, Mycobacterium tuberculosis), while Pyrococcus horikoshii has both a full length MetG and a second protein homologous to the beta chain only. Proteins hit by this HMM should called methionyl-tRNA synthetase beta chain if and only if the HMM metG hits a separate protein not also hit by this HMM.
P37477	P37477,,TIGR00499,,lysS_bact,,lysine--tRNA ligase,,lysS,,equivalog,,This model represents the lysyl-tRNA synthetases that are class II amino-acyl tRNA synthetases. It includes all eukaryotic and most bacterial examples of the enzyme, but not archaeal or spirochete forms.
P37478	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37487	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37491	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37527	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37536	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37538	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37552	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37560	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37561	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37562	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37568	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37569	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37570	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37571	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37582	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37599	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37666	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37685	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37689	P37689,,TIGR01307,,pgm_bpd_ind,,phosphoglycerate mutase (2,3-diphosphoglycerate-independent),,gpmI,,equivalog,,This protein is about double in length of, and devoid of homology to the form of phosphoglycerate mutase that uses 2,3-bisphosphoglycerate as a cofactor.
P37690	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37692	P37692,,TIGR02195,,heptsyl_trn_II,,lipopolysaccharide heptosyltransferase II,,waaF,,equivalog,,This family consists of examples of ADP-heptose:LPS heptosyltransferase II, an enzyme of LPS inner core region biosynthesis. LPS, composed of lipid A, a core region, and O antigen, is found in the outer membrane of Gram-negative bacteria.
P37744	P37744,,TIGR01207,,rmlA,,glucose-1-phosphate thymidylyltransferase,,rfbA,,equivalog,,Alternate name: dTDP-D-glucose synthase homotetramer This HMM describes a tightly conserved but broadly distributed subfamily (here designated as short form) of known and putative bacterial glucose-1-phosphate thymidylyltransferases. It is well characterized in several species as the first of four enzymes involved in the biosynthesis of dTDP-L-rhamnose, a cell wall constituent and a feedback inhibitor of the enzyme.
P37747	P37747,,TIGR00031,,UDP-GALP_mutase,,UDP-galactopyranose mutase,,glf,,equivalog,,This enzyme is involved in the conversion of UDP-GALP into UDP-GALF through a 2-keto intermediate. It contains FAD as a cofactor. The gene is known as glf, ceoA, and rfbD. It is known experimentally in E. coli, Mycobacterium tuberculosis, and Klebsiella pneumoniae.
P37751	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37755	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37756	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37759	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37777	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37779	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37782	P37782,,TIGR01556,,rhamnosyltran,,rhamnosyltransferase,,,,subfamily,,This HMM subfamily is comprised of gamma proteobacteria whose proteins function as L-rhamnosyltransferases in the synthesis of their respective surface polysaccharides. Rhamnolipids are glycolipids containing mono- or di- L-rhamnose molecules. Rhamnolipid synthesis occurs by sequential glycosyltransferase reactions involving two distinct rhamnosyltransferase enzymes. In P.aeruginosa, the synthesis of mono-rhamnolipids is catalyzed by rhamnosyltransferase 1, and proceeds by a glycosyltransfer reaction catalyzed by rhamnosyltransferase 2 to yield di-rhamnolipids [1].
P37793	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37808	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37811	P37811,,TIGR01145,,ATP_synt_delta,,ATP synthase F1, delta subunit,,atpH,,equivalog,,This model describes the ATP synthase delta subunit in bacteria,  mitochondria, and chloroplasts.  It is sometimes called OSCP for Oligomycin Sensitivity Conferring Protein. F1/F0-ATP synthase is a multisubunit, membrane associated enzyme found in bacteria and organelles of higher eukaryotes, namely, mitochondria and chloroplast. This enzyme is principally involved in the synthesis of ATP from ADP and inorganic phosphate by coupling the energy derived from the proton electrochemical gradient across the biological membrane. A brief description of this multisubunit enzyme complex: F1 and F0 represent two major clusters of subunits. Delta subunit belongs to the F1 cluster or sector and functionally implicated in the overall stability of the complex. Expression of truncated forms of this subunit results in low ATPase activity.
P37814	P37814,,TIGR01144,,ATP_synt_b,,ATP synthase F0, B subunit,,atpF,,equivalog,,This model describes the F1/F0 ATP synthase b subunit in bacteria only. Scoring just below the trusted cutoff are the N-terminal domains of Mycobacterial b/delta fusion proteins and a subunit from an archaeon, Methanosarcina barkeri, in which the ATP synthase homolog differs in architecture and is not experimentally confirmed. This model helps resolve b from the related b' subunit. Within the family is an example from a sodium-translocating rather than proton-translocating ATP synthase.
P37820	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37869	P37869,,TIGR01060,,eno,,phosphopyruvate hydratase,,eno,,equivalog,,Alternate name: enolase
P37870	P37870,,TIGR02013,,rpoB,,DNA-directed RNA polymerase, beta subunit,,rpoB,,equivalog,,This model describes orthologs of the beta subunit of Bacterial RNA polymerase. The core enzyme consists of two alpha chains, one beta chain, and one beta' subunit.
P37871	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37877	P37877,,TIGR00016,,ackA,,acetate kinase,,ackA,,equivalog,,Acetate kinase is involved in the activation of acetate to acetyl CoA and in the secretion of acetate. It catalyzes the reaction  ATP + acetate = ADP + acetyl phosphate. Some members of this family have been shown to act on propionate as well as acetate. An example of a propionate/acetate kinase is TdcD of E. coli (SP|P11868), an enzyme of an anaerobic pathway of threonine catabolism. It is not known how many members of this family act on additional substrates besides acetate.
P37903	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37940	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37946	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P37949	P37949,,TIGR01393,,lepA,,elongation factor 4,,lepA,,equivalog,,LepA (GUF1 in Saccaromyces), now called elongation factor 4, is a GTP-binding membrane protein related to EF-G and EF-Tu. Two types of phylogenetic tree, rooted by other GTP-binding proteins, suggest that eukaryotic homologs (including GUF1 of yeast) originated within the bacterial LepA family. The function is unknown.
P37967	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P38021	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P38032	P38032,,TIGR00551,,nadB,,L-aspartate oxidase,,nadB,,equivalog,,L-aspartate oxidase is the B protein, NadB, of the quinolinate synthetase complex. Quinolinate synthetase makes a precursor of the pyridine nucleotide portion of NAD. This model identifies proteins that cluster as L-aspartate oxidase (a flavoprotein difficult to separate from the set of closely related flavoprotein subunits of succinate dehydrogenase and fumarate reductase) by both UPGMA and neighbor-joining trees. The most distant protein accepted as an L-aspartate oxidase (NadB), that from Pyrococcus horikoshii, not only clusters with other NadB but is just one gene away from NadA.
P38033	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P38038	P38038,,TIGR01931,,cysJ,,sulfite reductase [NADPH] flavoprotein, alpha-component,,,,equivalog,,This model describes an NADPH-dependent sulfite reductase flavoprotein subunit. Most members of this family are found in Cys biosynthesis gene clusters. The closest homologs below the trusted cutoff are designated as subunits nitrate reductase.
P38051	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P38134	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P38382	P38382,,TIGR00964,,secE_bact,,preprotein translocase, SecE subunit,,secE,,equivalog,,This HMM represents exclusively the bacterial (and some organellar) SecE protein. SecE is part of the core heterotrimer, SecYEG, of the Sec preprotein translocase system. Other components are the ATPase SecA, a cytosolic chaperone SecB, and an accessory complex of SecDF and YajC.
P38494	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P38576	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P38618	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P38619	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39065	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39074	P39074,,TIGR00147,,TIGR00147,,lipid kinase, YegS/Rv2252/BmrU family,,,,subfamily,,The E. coli member of this family, YegS has been purified [1] and shown to have phosphatidylglycerol kinase activity. The member from M. tuberculosis, Rv2252, has diacylglycerol kinase activity. BmrU from B. subtilis is in an operon with multidrug efflux transporter Bmr, but is uncharacterized.
P39120	P39120,,TIGR01800,,cit_synth_II,,2-methylcitrate synthase/citrate synthase II,,,,subfamily,,Members of this family are dimeric enzymes with activity as 2-methylcitrate synthase, citrate synthase, or both. Many Gram-negative species have a hexameric citrate synthase, termed citrate synthase I (TIGR01798). Members of this family (TIGR01800) appear as a second citrate synthase isozyme but typically are associated with propionate metabolism and synthesize 2-methylcitrate from propionyl-CoA; citrate synthase activity may be incidental. A number of species, including Thermoplasma acidophilum, Pyrococcus furiosus, and the Antarctic bacterium DS2-3R have a bifunctional member of this family as the only citrate synthase isozyme.
P39121	P39121,,TIGR00126,,deoC,,deoxyribose-phosphate aldolase,,deoC,,equivalog,,Deoxyribose-phosphate aldolase is involved in the catabolism of nucleotides and deoxyriibonucleotides. The catalytic process is as follows:  2-deoxy-D-ribose 5-phosphate = D-glyceraldehyde 3-phosphate + acetaldehyde. It is found in both gram-postive and gram-negative bacteria.
P39123	P39123,,TIGR02093,,P_ylase,,glycogen/starch/alpha-glucan phosphorylases,,glgP,,subfamily,,This family consists of phosphorylases. Members use phosphate to break alpha 1,4 linkages between pairs of glucose residues at the end of long glucose polymers, releasing alpha-D-glucose 1-phosphate. The nomenclature convention is to preface the name according to the natural substrate, as in glycogen phosphorylase, starch phosphorylase, maltodextrin phosphorylase, etc. Name differences among these substrates reflect differences in patterns of branching with alpha 1,6 linkages. Members include allosterically regulated and unregulated forms. A related family, TIGR02094, contains examples known to act well on particularly small alpha 1,4 glucans, as may be found after import from exogenous sources.
P39126	P39126,,TIGR00183,,prok_nadp_idh,,isocitrate dehydrogenase, NADP-dependent,,icd,,equivalog,,Several NAD- or NADP-dependent dehydrogenases, including 3-isopropylmalate dehydrogenase, tartrate dehydrogenase, and the multimeric forms of isocitrate dehydrogenase, share a nucleotide binding domain unrelated to that of lactate dehydrogenase and its homologs. These enzymes dehydrogenate their substates at a H-C-OH site adjacent to a H-C-COOH site;  Prokaryotic NADP-dependent isocitrate dehydrogenases resemble their NAD-dependent counterparts and 3-isopropylmalate dehydrogenase (an NAD-dependent enzyme) more closely than they resemble eukaryotic NADP-dependent isocitrate dehydrogenases.
P39138	P39138,,TIGR01229,,rocF_arginase,,arginase,,rocF,,equivalog,,This model helps resolve arginases from known and putative agmatinases, formiminoglutamases, and other related proteins of unknown specifity. The pathway from arginine to the polyamine putrescine may procede by hydrolysis to remove urea (arginase) followed by decarboxylation (ornithine decarboxylase), or by decarboxylation first (arginine decarboxylase) followed by removal of urea (agmatinase).
P39145	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39147	P39147,,TIGR00201,,comF,,comF family protein,,,,subfamily,,This protein is found in species that do (Bacillus subtilis, Haemophilus influenzae) or do not (E. coli, Borrelia burgdorferi) have described systems for natural transformation with exogenous DNA.  It is involved in competence for transformation in Bacillus subtilis.
P39148	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39149	P39149,,TIGR01091,,upp,,uracil phosphoribosyltransferase,,upp,,equivalog,,A fairly deep split in phylogenetic and UPGMA trees separates this mostly prokaryotic set of uracil phosphoribosyltransferases from a mostly eukaryotic set that includes uracil phosphoribosyltransferase, uridine kinases, and other, uncharacterized proteins.
P39156	P39156,,TIGR00689,,rpiB_lacA_lacB,,sugar-phosphate isomerase, RpiB/LacA/LacB family,,,,subfamily,,Proteins of known function in this family act as sugar (pentose and/or hexose)-phosphate isomerases, including the LacA and LacB subunits of  galactose-6-phosphate isomerases from Gram-positive bacteria and RpiB. RpiB is the second ribose phosphate isomerase of E. coli. It lacks homology to RpiA, its inducer is unknown (but is not ribose), and it can be replaced by the homologous galactose-6-phosphate isomerase of Streptococcus mutans, all of which suggests that the ribose phosphate isomerase activity of RpiB is a secondary function.  On the other hand, there appear to be a significant number of species which contain rpiB, lack rpiA and seem to require rpi activity in order to complete the pentose phosphate pathway.
P39177	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39180	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39215	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39221	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39297	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39384	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39396	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39410	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39463	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39464	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39466	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39467	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39470	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39471	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39473	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39480	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39481	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39573	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39579	P39579,,TIGR01688,,dltC,,D-alanine--poly(phosphoribitol) ligase, subunit 2,,dltC,,equivalog,,This protein is part of the teichoic acid operon in gram-positive organisms. Gram positive organisms incorporate teichoic acid in their cell walls, and in the fatty acid residues of the glycolipid component of the outer layer of the cytoplasmic membrane. This gene, dltC, encodes the alanyl carrier protein.
P39604	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39605	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39610	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39633	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39634	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39645	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39646	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39647	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39651	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39758	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39759	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39764	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39765	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39773	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39779	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39781	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39782	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39789	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39794	P39794,,TIGR00826,,EIIB_glc,,PTS system, glucose-like IIB component,,,,domain,,The PTS Glucose-Glucoside (Glc) Family (TC 4.A.1) Bacterial PTS transporters transport and concomitantly phosphorylate their sugar substrates, and typically consist of multiple subunits or protein domains. The Glc family includes permeases specific for glucose, N-acetylglucosamine and a large variety of a- and b-glucosides. However, not all b-glucoside PTS permeases are in this class, as the cellobiose (Cel) b-glucoside PTS permease is in the Lac family (TC #4.A.3). These permeases show limited sequence similarity with members of the Fru family (TC #4.A.2). Several of the E. coli PTS permeases in the Glc family lack their own IIA domains and instead use the glucose IIA protein (IIAglc or Crr). Most of these permeases have the B and C domains linked together in a single polypeptide chain, and a cysteyl residue in the IIB domain is phosphorylated by direct phosphoryl transfer from IIAglc(his~P). Those permeases which lack a IIA domain include the maltose (Mal), arbutin-salicin-cellobiose (ASC), trehalose (Tre), putative glucoside (Glv) and sucrose (Scr) permeases of E. coli . Most, but not all Scr permeases of other bacteria also lack a IIA domain. This HMM is specific for the IIB domain of the Glc family PTS transporters.
P39807	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39808	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39812	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39821	P39821,,TIGR00407,,proA,,glutamate-5-semialdehyde dehydrogenase,,proA,,equivalog_domain,,The related HMM TIGR01092 describes a full-length fusion protein delta l-pyrroline-5-carboxylate synthetase that includes a gamma-glutamyl phosphate reductase region as described by this model. Alternate name: glutamate-5-semialdehyde dehydrogenase. The prosite motif begins at residue 332 of the seed alignment although not all of the members of the family exactly obey the motif.
P39838	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P39899	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
