Protein	UniProt,,ENZYME entry,,Accepted name,,Alternative name(s),,Reaction catalysed,,Cofactor(s),,Comment(s)
P73834	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P73849	P73849,,3.1.3.71,,2-phosphosulfolactate phosphatase.,,(2R)-phosphosulfolactate phosphohydrolase. ComB phosphatase.,,(2R)-2-phospho-3-sulfolactate + H(2)O = (2R)-3-sulfolactate + phosphate.,,Mg(2+).,,-!- The enzyme from Methanococcus jannaschii acts on both stereoisoimers of the substrate and also hydrolyzes a number of phosphate monoesters of (S)-2-hydroxycarboxylic acids, including 2-phosphomalate, 2-phospholactate and 2-phosphoglycolate. -!- This enzyme can also hydrolyze phosphate monoesters of (R)-2- hydroxycarboxylic acids such as (S)-2-phospho-3-sulfolactate and (R)- 2-phosphomalate, which, presumably, bind to the enzyme in opposite orientations.
P73866	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P73867	P73867,,7.2.2.6,,P-type K(+) transporter.,,K(+)-importing ATPase. K(+)-transporting ATPase. Potassium-importing ATPase.,,ATP + H(2)O + K(+)(Side 1) = ADP + phosphate + K(+)(Side 2).,,Mg(2+).,,-!- A P-type ATPase that undergoes covalent phosphorylation during the transport cycle. -!- A bacterial enzyme that is involved in K(+) import. -!- The probable stoichiometry is one ion per ATP hydrolyzed. -!- Formerly EC 3.6.3.12.
P73876	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P73886	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P73922	P73922,,3.1.3.11,,Fructose-bisphosphatase.,,Fructose 1,6-bisphosphatase. Hexose diphosphatase.,,D-fructose 1,6-bisphosphate + H(2)O = D-fructose 6-phosphate + phosphate.,,,,-!- The animal enzyme also acts on sedoheptulose 1,7-bisphosphate.;;P73922,,3.1.3.37,,Sedoheptulose-bisphosphatase.,,Sedoheptulose-1,7-bisphosphatase.,,Sedoheptulose 1,7-bisphosphate + H(2)O = sedoheptulose 7-phosphate + phosphate.,,,,
P73926	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P73930	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P73933	P73933,,2.3.1.275,,Acyl phosphate:glycerol-3-phosphate acyltransferase.,,Acyl-phosphate--glycerol-3-phosphate acyltransferase. Acyl-PO(4) G3P acyltransferase. G3P acyltransferase. Glycerol-3-phosphate acyltransferase (acyl-phosphate transferring). GPAT. LPA synthase. Lysophosphatidic acid synthase.,,An acyl-phosphate + sn-glycerol 3-phosphate = a 1-acyl-sn-glycerol 3-phosphate + phosphate.,,,,-!- The enzyme, found in bacteria, catalyzes a step in the most widely distributed bacterial pathway for the initiation of phospholipid formation. -!- The enzyme is membrane-bound. -!- Formerly EC 2.3.1.n3.
P73953	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P73954	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P73960	P73960,,1.1.1.85,,3-isopropylmalate dehydrogenase.,,Beta-IPM dehydrogenase. Beta-isopropylmalate dehydrogenase. IMDH.,,(2R,3S)-3-isopropylmalate + NAD(+) = 4-methyl-2-oxopentanoate + CO(2) + NADH.,,,,
P73973	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P73982	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P73985	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P73998	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74002	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74007	P74007,,3.1.7.2,,Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase.,,(ppGpp)ase. Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase. Penta-phosphate guanosine-3'-diphosphohydrolase. Penta-phosphate guanosine-3'-pyrophosphohydrolase.,,Guanosine 3',5'-bis(diphosphate) + H(2)O = guanosine 5'-diphosphate + diphosphate.,,,,
P74020	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74027	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74044	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74057	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74074	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74078	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74102	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74106	P74106,,4.3.2.10,,Imidazole glycerol-phosphate synthase.,,IGP synthase.,,5-((5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino)-1-(5-phospho- beta-D-ribosyl)imidazole-4-carboxamide + L-glutamine = 5-amino-1- (5-phospho-beta-D-ribosyl)imidazole-4-carboxamide + D-erythro-1- (imidazol-4-yl)glycerol 3-phosphate + L-glutamate.,,,,-!- The enzyme is involved in histidine biosynthesis, as well as purine nucleotide biosynthesis. -!- The enzymes from archaea and bacteria are heterodimeric. -!- A glutaminase component (cf. EC 3.5.1.2) produces an ammonia molecule that is transferred by a 25 A tunnel to a cyclase component, which adds it to the imidazole ring, leading to lysis of the molecule and cyclization of one of the products. -!- The glutminase subunit is only active within the dimeric complex. -!- In fungi and plants the two subunits are combined into a single polypeptide.
P74122	P74122,,2.3.1.1,,Amino-acid N-acetyltransferase.,,N-acetylglutamate synthase.,,Acetyl-CoA + L-glutamate = CoA + N-acetyl-L-glutamate.,,,,-!- Also acts with L-aspartate and, more slowly, with some other amino acids.;;P74122,,2.3.1.35,,Glutamate N-acetyltransferase.,,Acetylglutamate synthetase. Acetylglutamate-acetylornithine transacetylase. Acetylglutamic synthetase. Acetylglutamic-acetylornithine transacetylase. Acetylornithinase. Acetylornithine glutamate acetyltransferase. Glutamate acetyltransferase. N-acetyl-L-glutamate synthetase. N-acetylglutamate synthase. N-acetylglutamate synthetase. Ornithine acetyltransferase. Ornithine transacetylase.,,N(2)-acetyl-L-ornithine + L-glutamate = L-ornithine + N-acetyl-L- glutamate.,,,,-!- Also has some hydrolytic activity on acetyl-L-ornithine, but the rate is 1% of that of transferase activity.
P74126	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74135	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74142	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74153	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74157	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74175	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74176	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74182	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74184	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74186	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74189	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74195	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74210	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74214	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74216	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74226	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74227	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74229	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74230	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74233	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74236	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74241	P74241,,2.7.7.4,,Sulfate adenylyltransferase.,,ATP-sulfurylase. Sulfate adenylate transferase. Sulfurylase.,,ATP + sulfate = diphosphate + adenylyl sulfate.,,,,-!- The human phosphoadenosine-phosphosulfate synthase (PAPS) system is a bifunctional enzyme: ATP sulfurylase, which catalyzes the formation of adenosine 5'-phosphosulfate (APS) from ATP and inorganic sulfate and the second step is catalyzed by the APS kinase portion of 3'-phosphoadenosine 5'-phosphosulfate (PAPS) synthase, which involves the formation of PAPS from enzyme bound APS and ATP. -!- This is in contrast to what is found in bacteria, yeasts, fungi and plants, where the formation of PAPS is carried out by two individual polypeptides, EC 2.7.7.4 and EC 2.7.1.25.
P74242	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74251	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74275	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74281	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74282	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74296	P74296,,6.1.1.20,,Phenylalanine--tRNA ligase.,,Phenylalanine translase. Phenylalanyl-tRNA synthetase.,,ATP + L-phenylalanine + tRNA(Phe) = AMP + diphosphate + L-phenylalanyl- tRNA(Phe).,,,,
P74297	P74297,,2.7.11.1,,Non-specific serine/threonine protein kinase.,,Protein phosphokinase. Protein serine kinase. Protein serine-threonine kinase. Protein-serine kinase. Serine kinase. Serine protein kinase. Serine(threonine) protein kinase. Serine-specific protein kinase. Serine/threonine protein kinase. Threonine-specific protein kinase.,,ATP + a protein = ADP + a phosphoprotein.,,,,-!- This is a heterogeneous group of serine/threonine protein kinases that do not have an activating compound and are either non-specific or their specificity has not been analyzed to date. -!- Formerly EC 2.7.1.37 and EC 2.7.1.70.
P74299	P74299,,4.1.1.31,,Phosphoenolpyruvate carboxylase.,,PEP carboxylase. PEPCase. Phosphoenolpyruvic carboxylase.,,Phosphate + oxaloacetate = H(2)O + phosphoenolpyruvate + HCO(3)(-).,,,,-!- This enzyme replenishes oxaloacetate in the tricarboxylic acid cycle when operating in the reverse direction. -!- The reaction proceeds in two steps: formation of carboxyphosphate and the enolate form of pyruvate, followed by carboxylation of the enolate and release of phosphate.
P74305	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74308	P74308,,1.1.1.184,,Carbonyl reductase (NADPH).,,Aldehyde reductase I. NADPH-dependent carbonyl reductase. Prostaglandin 9-ketoreductase. Xenobiotic ketone reductase.,,R-CHOH-R' + NADP(+) = R-CO-R' + NADPH.,,,,-!- Acts on a wide range of carbonyl compounds, including quinones, aromatic aldehydes, ketoaldehydes, daunorubicin, and prostaglandins E and F, reducing them to the corresponding alcohol. -!- Si-specific with respect to NADPH (cf. EC 1.1.1.2).
P74309	P74309,,4.1.2.13,,Fructose-bisphosphate aldolase.,,Aldolase. D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase. Fructose-1,6-bisphosphate triosephosphate-lyase.,,D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3-phosphate.,,Zn(2+).,,-!- Also acts on (3S,4R)-ketose 1-phosphates. -!- The enzymes increase electron-attraction by the carbonyl group, some (Class I) forming a protonated imine with it, others (Class II), mainly of microbial origin, polarizing it with a metal ion, e.g. zinc. -!- Formerly EC 4.1.2.7.
P74314	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74326	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74334	P74334,,1.13.11.75,,All-trans-8'-apo-beta-carotenal 15,15'-oxygenase.,,8'-apo-beta-carotenal 15,15'-oxygenase.,,All-trans-8'-apo-beta-carotenal + O(2) = all-trans-retinal + (2E,4E,6E)- 2,6-dimethylocta-2,4,6-trienedial.,,Fe(2+).,,-!- The enzyme is involved in retinal biosynthesis in bacteria. -!- Formerly EC 1.14.99.41 and EC 1.14.99.n1.
P74335	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74339	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74350	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74352	P74352,,2.7.7.6,,DNA-directed RNA polymerase.,,DNA-dependent RNA polymerase. RNA nucleotidyltransferase (DNA-directed). RNA polymerase I. RNA polymerase II. RNA polymerase III.,,Nucleoside triphosphate + RNA(n) = diphosphate + RNA(n+1).,,,,-!- Catalyzes DNA-template-directed extension of the 3'-end of an RNA strand by one nucleotide at a time. -!- Can initiate a chain de novo. -!- In eukaryotes three forms of the enzyme have been distinguished on the basis of sensitivity of alpha-amanitin, and the type of RNA synthesized. -!- See also EC 2.7.7.19 and EC 2.7.7.48.
P74360	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74361	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74390	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74409	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74413	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74419	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74421	P74421,,2.7.2.3,,Phosphoglycerate kinase.,,,,ATP + 3-phospho-D-glycerate = ADP + 3-phospho-D-glyceroyl phosphate.,,,,
P74426	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74427	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74433	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74444	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74447	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74448	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74450	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74451	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74457	P74457,,2.7.4.22,,UMP kinase.,,UMP-kinase. UMPK. Uridine monophosphate kinase. Uridylate kinase.,,ATP + UMP = ADP + UDP.,,,,-!- Strictly specific for UMP as substrate and is used by prokaryotes in the de novo synthesis of pyrimidines, in contrast to eukaryotes, which use the dual-specificity enzyme EC 2.7.4.14 for the same purpose. -!- Subject of feedback regulation, being inhibited by UTP and activated by GTP.
P74461	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74463	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74466	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74474	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74485	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74486	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74494	P74494,,2.7.4.6,,Nucleoside-diphosphate kinase.,,NDK. Nucleoside 5'-diphosphate phosphotransferase. Nucleoside diphosphokinase.,,ATP + nucleoside diphosphate = ADP + nucleoside triphosphate.,,,,-!- Many nucleoside diphosphates can act as acceptors. -!- Many ribo- and deoxyribonucleoside triphosphates can act as donors.
P74499	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74503	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74507	P74507,,5.4.2.12,,Phosphoglycerate mutase (2,3-diphosphoglycerate-independent).,,2,3-diphosphoglycerate-independent phosphoglycerate mutase. Cofactor independent phosphoglycerate mutase. Phosphoglycerate phosphomutase. Phosphoglyceromutase.,,2-phospho-D-glycerate = 3-phospho-D-glycerate.,,Cobalt cation or Mn(2+).,,-!- The enzymes from higher plants, algae, some fungi, nematodes, sponges, coelenterates, myriapods, arachnids, echinoderms, archaea and some bacteria (particularly Gram-positive) have maximum activity in the absence of 2,3-bisphospho-D-glycerate. -!- Cf. EC 5.4.2.11. -!- The reaction involves a phosphotransferase reaction to serine followed by transfer back to the glycerate at the other position. -!- Both metal ions are involved in the reaction. -!- Formerly EC 2.7.5.3 and EC 5.4.2.1.
P74510	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74512	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74518	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74534	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74537	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74541	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74551	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74566	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74572	P74572,,1.5.1.2,,Pyrroline-5-carboxylate reductase.,,P5CR.,,L-proline + NAD(P)(+) = 1-pyrroline-5-carboxylate + NAD(P)H.,,,,-!- Also reduces 1-pyrroline-3-hydroxy-5-carboxylate to L-hydroxyproline.
P74582	P74582,,4.2.1.3,,Aconitate hydratase.,,Aconitase. Cis-aconitase. Citrate hydro-lyase. Citrate(isocitrate) hydro-lyase.,,Citrate = isocitrate.,,Iron-sulfur.,,-!- Besides interconverting citrate and cis-aconitate, it also interconverts cis-aconitate with isocitrate and, hence, interconverts citrate and isocitrate. -!- The equilibrium mixture is 91% citrate, 6% isocitrate and 3% aconitate. -!- Cis-aconitate is used to designate the isomer (Z)-prop-1-ene-1,2,3- tricarboxylate. -!- Formerly EC 4.2.1.4.;;P74582,,4.2.1.99,,2-methylisocitrate dehydratase.,,(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate hydro-lyase.,,(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate = (Z)-but-2-ene-1,2,3- tricarboxylate + H(2)O.,,,,-!- The enzyme from the fungus Yarrowia lipolytica does not act on isocitrate.
P74618	P74618,,3.1.1.31,,6-phosphogluconolactonase.,,,,6-phospho-D-glucono-1,5-lactone + H(2)O = 6-phospho-D-gluconate.,,,,
P74640	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74643	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74658	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74662	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74667	P74667,,5.1.1.7,,Diaminopimelate epimerase.,,,,LL-2,6-diaminoheptanedioate = meso-diaminoheptanedioate.,,,,
P74682	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74689	P74689,,4.2.1.9,,Dihydroxy-acid dehydratase.,,,,2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H(2)O.,,,,
P74690	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74694	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74698	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74702	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74713	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74720	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74729	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74737	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74739	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74745	P74745,,2.7.11.1,,Non-specific serine/threonine protein kinase.,,Protein phosphokinase. Protein serine kinase. Protein serine-threonine kinase. Protein-serine kinase. Serine kinase. Serine protein kinase. Serine(threonine) protein kinase. Serine-specific protein kinase. Serine/threonine protein kinase. Threonine-specific protein kinase.,,ATP + a protein = ADP + a phosphoprotein.,,,,-!- This is a heterogeneous group of serine/threonine protein kinases that do not have an activating compound and are either non-specific or their specificity has not been analyzed to date. -!- Formerly EC 2.7.1.37 and EC 2.7.1.70.
P74747	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74749	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74754	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74769	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74772	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74776	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P74781	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75033	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75039	P75039,,2.7.1.202,,Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase.,,Fructose PTS permease.,,[Protein]-N(pi)-phospho-L-histidine + D-fructose(Side 1) = [protein]-L- histidine + D-fructose 1-phosphate(Side 2).,,,,-!- This enzyme is a component (known as enzyme II) of a phosphoenolpyruvate (PEP)-dependent, sugar transporting phosphotransferase system (PTS). -!- The system, which is found only in prokaryotes, simultaneously transports its substrate from the periplasm or extracellular space into the cytoplasm and phosphorylates it. -!- The phosphate donor, which is shared among the different systems, is usually a phospho-carrier protein of low molecular mass that has been phosphorylated by EC 2.7.3.9. -!- The enzyme from the bacterium Escherichia coli is an exception, since it is phosphorylated directly by EC 2.7.3.9. -!- The reaction involves a successive transfer of the phosphate group to several amino acids within the enzyme before the final transfer to the substrate. -!- Formerly EC 2.7.1.69.
P75049	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75050	P75050,,5.4.2.8,,Phosphomannomutase.,,Phosphomannose mutase.,,Alpha-D-mannose 1-phosphate = D-mannose 6-phosphate.,,,,-!- Alpha-D-mannose 1,6-bisphosphate or alpha-D-glucose 1,6-bisphosphate can act as cofactor. -!- Formerly EC 2.7.5.7.
P75061	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75080	P75080,,2.7.7.7,,DNA-directed DNA polymerase.,,DNA nucleotidyltransferase (DNA-directed). DNA-dependent DNA polymerase.,,Deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1).,,,,-!- Catalyzes DNA-template-directed extension of the 3'-end of a DNA strand by one nucleotide at a time. -!- Cannot initiate a chain de novo. -!- Requires a primer which may be DNA or RNA. -!- See also EC 2.7.7.49.
P75089	P75089,,4.1.2.13,,Fructose-bisphosphate aldolase.,,Aldolase. D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase. Fructose-1,6-bisphosphate triosephosphate-lyase.,,D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3-phosphate.,,Zn(2+).,,-!- Also acts on (3S,4R)-ketose 1-phosphates. -!- The enzymes increase electron-attraction by the carbonyl group, some (Class I) forming a protonated imine with it, others (Class II), mainly of microbial origin, polarizing it with a metal ion, e.g. zinc. -!- Formerly EC 4.1.2.7.
P75090	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75093	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75120	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75136	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75159	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75161	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75170	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75172	P75172,,3.6.4.13,,RNA helicase.,,,,ATP + H(2)O = ADP + phosphate.,,,,-!- RNA helicases utilize the energy from ATP hydrolysis to unwind RNA. -!- Some of them unwind RNA with a 3' to 5' polarity, other show 5' to 3' polarity. -!- Some helicases unwind DNA as well as RNA. -!- May be identical with EC 3.6.4.12 (DNA helicase).
P75187	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75205	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75206	P75206,,3.4.11.1,,Leucyl aminopeptidase.,,Cytosol aminopeptidase. Leucine aminopeptidase. Peptidase S.,,Release of an N-terminal amino acid, Xaa-|-Yaa-, in which Xaa is preferably Leu, but may be other amino acids including Pro although not Arg or Lys, and Yaa may be Pro. Amino acid amides and methyl esters are also readily hydrolyzed, but rates on arylamides are exceedingly low.,,Zn(2+).,,-!- Is activated by heavy metal ions. -!- Belongs to peptidase family M17. -!- Formerly EC 3.4.1.1.;;P75206,,3.4.11.10,,Bacterial leucyl aminopeptidase.,,Aeromonas proteolytica aminopeptidase.,,Release of an N-terminal amino acid, preferentially leucine, but not glutamic or aspartic acids.,,Zn(2+).,,-!- Similar aminopeptidases were isolated from Escherichia coli and Staphylococcus thermophilus. -!- Belongs to peptidase families M17 and M28.
P75207	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75223	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75231	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75245	P75245,,2.7.2.1,,Acetate kinase.,,Acetate kinase (phosphorylating). Acetic kinase. Acetokinase. AK.,,ATP + acetate = ADP + acetyl phosphate.,,Mg(2+).,,-!- While purified enzyme from Escherichia coli is specific for acetate, others have found that the enzyme can also use propanoate as a substrate, but more slowly. -!- Acetate can be converted into the key metabolic intermediate acetyl- CoA by coupling acetate kinase with EC 2.3.1.8. -!- Both this enzyme and EC 2.7.2.15 play important roles in the production of propanoate.
P75250	P75250,,3.6.1.1,,Inorganic diphosphatase.,,Diphosphate phosphohydrolase. Inorganic pyrophosphatase. Pyrophosphate phosphohydrolase.,,Diphosphate + H(2)O = 2 phosphate.,,,,-!- Specificity varies with the source and with the activating metal ion. -!- The enzyme from some sources may be identical with EC 3.1.3.1 or EC 3.1.3.9. -!- Cf. EC 7.1.3.1.
P75258	P75258,,6.1.1.5,,Isoleucine--tRNA ligase.,,Isoleucine translase. Isoleucyl-tRNA synthetase.,,ATP + L-isoleucine + tRNA(Ile) = AMP + diphosphate + L-isoleucyl- tRNA(Ile).,,,,
P75264	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75271	P75271,,2.7.7.6,,DNA-directed RNA polymerase.,,DNA-dependent RNA polymerase. RNA nucleotidyltransferase (DNA-directed). RNA polymerase I. RNA polymerase II. RNA polymerase III.,,Nucleoside triphosphate + RNA(n) = diphosphate + RNA(n+1).,,,,-!- Catalyzes DNA-template-directed extension of the 3'-end of an RNA strand by one nucleotide at a time. -!- Can initiate a chain de novo. -!- In eukaryotes three forms of the enzyme have been distinguished on the basis of sensitivity of alpha-amanitin, and the type of RNA synthesized. -!- See also EC 2.7.7.19 and EC 2.7.7.48.
P75277	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75293	P75293,,4.1.1.85,,3-dehydro-L-gulonate-6-phosphate decarboxylase.,,3-dehydro-L-gulonate-6-phosphate carboxy-lyase. 3-keto-L-gulonate 6-phosphate decarboxylase. KGPDC.,,3-dehydro-L-gulonate 6-phosphate = L-xylulose 5-phosphate + CO(2).,,Mg(2+).,,-!- Along with EC 5.1.3.22, this enzyme is involved in a pathway for the utilization of L-ascorbate by Escherichia coli.
P75301	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75309	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75310	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75313	P75313,,3.4.11.9,,Xaa-Pro aminopeptidase.,,Aminoacylproline aminopeptidase. Aminopeptidase P. Proline aminopeptidase. X-Pro aminopeptidase.,,Release of any N-terminal amino acid, including proline, that is linked to proline, even from a dipeptide or tripeptide.,,Cobalt cation or Mn(2+).,,-!- Generally membrane bound enzyme present in both mammalian and bacterial cells. -!- Belongs to peptidase family M24B.
P75344	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75353	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P75354	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
