Protein	Uniprot Seed ID,,PhylomeDB Seed ID,,Seed Organism,,Uniprot Ortholog ID,,PhylomeDB Ortholog ID,,Ortholog Organism,,Type,,Score,,Co-orthologs,,Phylome,,Phylome Name,,Phylome Comments
Q55544	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55549	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55551	Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q8EXX9,,Phy001VP53_LEPIN,,189518 (Leptospira interrogans serovar Lai str. 56601),,many-to-one,,0.500,,Phy001NV1Z_SYNY3 Phy001NVEL_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q5U3P1,,Phy001QUO0_DANRE,,7955 (Danio rerio),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy0008GCC_HUMAN,,9606 (Homo sapiens),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,H2RM89,,Phy003G048_TAKRU,,31033 (Takifugu rubripes),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q7NNX2,,Phy0019L7W_GLOVI,,251221 (Gloeobacter violaceus PCC 7421),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,A9UUP9,,Phy00400IY_MONBE,,81824 (Monosiga brevicollis),,many-to-many,,0.500,,Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,A9UPY2,,Phy003ZZ8P_MONBE,,81824 (Monosiga brevicollis),,many-to-many,,0.500,,Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,A9UU33,,Phy00400CY_MONBE,,81824 (Monosiga brevicollis),,many-to-many,,0.500,,Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,B5YKR4,,Phy0035A04_THEYD,,289376 (Thermodesulfovibrio yellowstonii DSM 11347),,many-to-one,,0.500,,Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,G4VA50,,Phy000V2FX_SCHMA,,6183 (Schistosoma mansoni),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,B7Q9R5,,Phy00380G5_IXOSC,,6945 (Ixodes scapularis),,many-to-one,,0.500,,Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q7UF52,,Phy001IH4S_RHOBA,,243090 (Rhodopirellula baltica SH 1),,many-to-one,,0.500,,Phy001NV9J_SYNY3 Phy001NWHF_SYNY3 Phy001NW2L_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,J9NXD0,,Phy0003WH5_CANFA,,9615 (Canis familiaris),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy00024DW_BOVIN,,9913 (Bos taurus),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q8TNN0,,Phy001BR5M_METAC,,188937 (Methanosarcina acetivorans C2A),,many-to-many,,0.500,,Phy001NWMN_SYNY3 Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q8TNH6,,Phy001BSO6_METAC,,188937 (Methanosarcina acetivorans C2A),,many-to-many,,0.500,,Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q8TR22,,Phy001BT5A_METAC,,188937 (Methanosarcina acetivorans C2A),,many-to-many,,0.500,,Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q8TPG9,,Phy001BSP5_METAC,,188937 (Methanosarcina acetivorans C2A),,many-to-many,,0.500,,Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q749X7,,Phy0019H8J_GEOSL,,243231 (Geobacter sulfurreducens PCA),,many-to-one,,1.000,,Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy0005CQZ_DICDI,,44689 (Dictyostelium discoideum),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy002WW5W_PHYPA,,145481 (Physcomitrella patens subsp. patens),,one-to-many,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy002WGIW_PHYPA,,145481 (Physcomitrella patens subsp. patens),,one-to-many,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy000A1M1_MOUSE,,10090 (Mus musculus),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,H2QRX5,,Phy003ITHZ_PANTR,,9598 (Pan troglodytes),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy000T9DP_ANOGA,,7165 (Anopheles gambiae),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,F7AF32,,Phy003IPVJ_MACMU,,9544 (Macaca mulatta),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy0036EI9_CIOIN,,7719 (Ciona intestinalis),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q66H09,,Phy000CAD8_RAT,,10116 (Rattus norvegicus),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy000CZW3_YEAST,,4932 (Saccharomyces cerevisiae),,many-to-one,,1.000,,Phy001NWUS_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,E1BWM0,,Phy003I6U9_CHICK,,9031 (Gallus gallus),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,C3ZIB6,,Phy000XIQP_BRAFL,,7739 (Branchiostoma floridae),,many-to-one,,0.500,,Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q94EJ1,,Phy0001O9Q_ARATH,,3702 (Arabidopsis thaliana),,one-to-many,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,B9DHG0,,Phy0001RLU_ARATH,,3702 (Arabidopsis thaliana),,one-to-many,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy003HVG1_XENTR,,8364 (Xenopus tropicalis),,many-to-many,,1.000,,Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy003HZ2I_XENTR,,8364 (Xenopus tropicalis),,many-to-many,,1.000,,Phy001NV9J_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55551,,Phy001NVOJ_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy002VAER_ORNAN,,9258 (Ornithorhynchus anatinus),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011'
Q55557	Q55557,,Phy001NVWW_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy001L1OK_STRCO,,100226 (Streptomyces coelicolor A3(2)),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55557,,Phy001NVWW_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy00141OM_BRAJA,,375 (Bradyrhizobium japonicum),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55557,,Phy001NVWW_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy0056WPY_PSEAE,,208964 (Pseudomonas aeruginosa PAO1),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55557,,Phy001NVWW_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q0U7J3,,Phy000OVSC_PHANO,,321614 (Phaeosphaeria nodorum SN15),,one-to-many,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55557,,Phy001NVWW_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q0UK95,,Phy0044CM3_PHANO,,321614 (Phaeosphaeria nodorum SN15),,one-to-many,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011'
Q55563	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55564	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55574	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55581	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55607	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55614	Q55614,,Phy001NWVG_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy00144SA_BRAJA,,375 (Bradyrhizobium japonicum),,one-to-many,,0.800,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55614,,Phy001NWVG_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy00144TX_BRAJA,,375 (Bradyrhizobium japonicum),,many-to-many,,1.000,,Phy001NWVS_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55614,,Phy001NWVG_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q8AB17,,Phy0015AFJ_BACTN,,226186 (Bacteroides thetaiotaomicron VPI-5482),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55614,,Phy001NWVG_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy0056VTT_PSEAE,,208964 (Pseudomonas aeruginosa PAO1),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55614,,Phy001NWVG_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q8F7H6,,Phy001VOCK_LEPIN,,189518 (Leptospira interrogans serovar Lai str. 56601),,one-to-one,,0.500,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55614,,Phy001NWVG_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy00182E8_DEIRA,,243230 (Deinococcus radiodurans R1),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55614,,Phy001NWVG_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,A0A0A1MAR5,,Phy001577K_BACSU,,1423 (Bacillus subtilis),,one-to-one,,0.500,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011'
Q55623	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55641	Q55641,,Phy001NW5S_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy001420F_BRAJA,,375 (Bradyrhizobium japonicum),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55641,,Phy001NW5S_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy001T9G8_AQUAE,,224324 (Aquifex aeolicus VF5),,many-to-one,,1.000,,Phy001NUMD_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55641,,Phy001NW5S_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q8F260,,Phy001VP3P_LEPIN,,189518 (Leptospira interrogans serovar Lai str. 56601),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55641,,Phy001NW5S_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q7NGP5,,Phy0019KKU_GLOVI,,251221 (Gloeobacter violaceus PCC 7421),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55641,,Phy001NW5S_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,O69858,,Phy001L2QK_STRCO,,100226 (Streptomyces coelicolor A3(2)),,one-to-one,,0.500,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011'
Q55659	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55664	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55665	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55689	Q55689,,Phy001NVXB_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,A9WE24,,Phy0035CJ7_CHLAA,,324602 (Chloroflexus aurantiacus J-10-fl),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55689,,Phy001NVXB_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q9WZW6,,Phy001OEBK_THEMA,,243274 (Thermotoga maritima MSB8),,one-to-one,,0.875,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55689,,Phy001NVXB_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q97XG0,,Phy001MXOC_SULSO,,273057 (Sulfolobus solfataricus P2),,one-to-many,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55689,,Phy001NVXB_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q7LXE7,,Phy001MY8Y_SULSO,,273057 (Sulfolobus solfataricus P2),,one-to-many,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55689,,Phy001NVXB_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q7NGD4,,Phy0019LD8_GLOVI,,251221 (Gloeobacter violaceus PCC 7421),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55689,,Phy001NVXB_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,B1L6P6,,Phy002Z0CC_KORCO,,374847 (Korarchaeum cryptofilum (strain OPF8)),,one-to-one,,0.500,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55689,,Phy001NVXB_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy0056XNV_HALSA,,64091 (Halobacterium sp. NRC-1),,one-to-many,,0.500,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55689,,Phy001NVXB_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q9HQQ4,,Phy001R346_HALSA,,64091 (Halobacterium sp. NRC-1),,one-to-many,,0.500,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55689,,Phy001NVXB_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q9HSV0,,Phy001R444_HALSA,,64091 (Halobacterium sp. NRC-1),,one-to-many,,0.500,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55689,,Phy001NVXB_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,,,Phy00181EL_DEIRA,,243230 (Deinococcus radiodurans R1),,one-to-one,,0.750,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;Q55689,,Phy001NVXB_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,C3XUN8,,Phy000XKPD_BRAFL,,7739 (Branchiostoma floridae),,many-to-one,,0.500,,Phy001NVMQ_SYNY3,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011'
Q55691	Q55691,,Phy001NWEG_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,Q8F7K8,,Phy001VMZO_LEPIN,,189518 (Leptospira interrogans serovar Lai str. 56601),,one-to-one,,1.000,,,,phylome_528,,[QfO] Synechocystis phylome,,S. sp. PCC6803 substr. Kazusa based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011'
Q55700	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55707	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q55715	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
