Protein	ID interactor A,,UniProt interactor A,,Taxid interactor A,,ID interactor B,,UniProt interactor B,,Taxid interactor B,,Interaction identifier(s),,Interaction identifier(s),,Publication Identifier(s),,Interaction type(s),,Processing status
P0A8N3	DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-48229N,,P76524,,83333 (Escherichia coli K12),,DIP-96465E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-36430N,,P0AAM3,,83333 (Escherichia coli K12),,DIP-96468E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-9219N,,P12995,,83333 (Escherichia coli K12),,DIP-96660E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-9747N,,P15877,,83333 (Escherichia coli K12),,DIP-96661E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-36215N,,P0A794,,83333 (Escherichia coli K12),,DIP-96662E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-12935N,,P39315,,83333 (Escherichia coli K12),,DIP-96664E,,tandem affinity purification; inferred by author,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-10517N,,P27247,,83333 (Escherichia coli K12),,DIP-96833E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-10694N,,P09377,,83333 (Escherichia coli K12),,DIP-96982E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-12157N,,Q46802,,83333 (Escherichia coli K12),,DIP-96663E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-11073N,,P37440,,83333 (Escherichia coli K12),,DIP-97204E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-10010N,,P39346,,83333 (Escherichia coli K12),,DIP-97209E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-11990N,,P77399,,83333 (Escherichia coli K12),,DIP-97357E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-10878N,,P39362,,83333 (Escherichia coli K12),,DIP-99744E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-48135N,,P0AFP2,,83333 (Escherichia coli K12),,DIP-100197E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-48099N,,P0A8R7,,83333 (Escherichia coli K12),,DIP-100394E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-12035N,,P36979,,83333 (Escherichia coli K12),,DIP-100709E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-10699N,,P16916,,83333 (Escherichia coli K12),,DIP-101539E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-35992N,,P0A759,,83333 (Escherichia coli K12),,DIP-101592E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-102040E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-10971N,,P11868,,83333 (Escherichia coli K12),,DIP-102346E,,inferred by author,,19402753,,physical association,,high throughput
P0A8N5	DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-31849N,,P0A858,,83333 (Escherichia coli K12),,DIP-96857E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-9570N,,P32177,,83333 (Escherichia coli K12),,DIP-97292E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-36038N,,P0A988,,83333 (Escherichia coli K12),,DIP-97384E,,tandem affinity purification; inferred by author,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-35919N,,P0ABT2,,83333 (Escherichia coli K12),,DIP-97867E,,inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 19402753; 19402753,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-31847N,,P0A6P9,,83333 (Escherichia coli K12),,DIP-97868E,,inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 19402753; 19402753,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-10467N,,P09373,,83333 (Escherichia coli K12),,DIP-97869E,,inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 19402753; 19402753,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-36231N,,P0A8G6,,83333 (Escherichia coli K12),,DIP-97870E,,inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 19402753; 19402753,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-36170N,,P0ABK5,,83333 (Escherichia coli K12),,DIP-99011E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-9671N,,P77733,,83333 (Escherichia coli K12),,DIP-99012E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-48051N,,P0AFB1,,83333 (Escherichia coli K12),,DIP-99013E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-35885N,,P68919,,83333 (Escherichia coli K12),,DIP-99014E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-35989N,,P0A8L1,,83333 (Escherichia coli K12),,DIP-99015E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-11237N,,P77169,,83333 (Escherichia coli K12),,DIP-99016E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-11733N,,P76185,,83333 (Escherichia coli K12),,DIP-99017E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-10251N,,P02918,,83333 (Escherichia coli K12),,DIP-99097E,,inferred by author; inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 19402753; 19402753; 19402753,,physical association; physical association; physical association; physical association,,high throughput; high throughput; high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-47925N,,P0AD33,,83333 (Escherichia coli K12),,DIP-99018E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-12395N,,P37662,,83333 (Escherichia coli K12),,DIP-99019E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-48104N,,P0ACA3,,83333 (Escherichia coli K12),,DIP-99786E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-11874N,,P37751,,83333 (Escherichia coli K12),,DIP-100012E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-47841N,,P0ABU7,,83333 (Escherichia coli K12),,DIP-101345E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-35844N,,P63284,,83333 (Escherichia coli K12),,DIP-101541E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-36202N,,P69910,,83333 (Escherichia coli K12),,DIP-101542E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-35958N,,P67910,,83333 (Escherichia coli K12),,DIP-101545E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-47860N,,P68767,,83333 (Escherichia coli K12),,DIP-101657E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-48259N,,P0A944,,83333 (Escherichia coli K12),,DIP-101727E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-35790N,,P0A9Q7,,83333 (Escherichia coli K12),,DIP-101540E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-31878N,,P0A853,,83333 (Escherichia coli K12),,DIP-101546E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-31848N,,P0A9B2,,83333 (Escherichia coli K12),,DIP-101543E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-36163N,,P0A799,,83333 (Escherichia coli K12),,DIP-101544E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-36211N,,P0A8N3,,83333 (Escherichia coli K12),,DIP-102040E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-36212N,,P0A8N5,,83333 (Escherichia coli K12),,DIP-47913N,,P68066,,83333 (Escherichia coli K12),,DIP-102243E,,inferred by author; inferred by author,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput
P0A8P4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P0A8R3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P0A8R6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P0A8T7	DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-48191N,,P0A8C4,,83333 (Escherichia coli K12),,DIP-96362E,,tandem affinity purification; inferred by author,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-35892N,,P0ACF0,,83333 (Escherichia coli K12),,DIP-96987E,,inferred by author; tandem affinity purification; inferred by author; tandem affinity purification,,19402753; 19402753; 19402753; 19402753,,physical association; physical association; physical association; physical association,,high throughput; high throughput; high throughput; high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-10146N,,P00490,,83333 (Escherichia coli K12),,DIP-97303E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-35976N,,P0ADY7,,83333 (Escherichia coli K12),,DIP-97044E,,tandem affinity purification; inferred by author,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-41099N,,P0A6Y1,,83333 (Escherichia coli K12),,DIP-98877E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-31848N,,P0A9B2,,83333 (Escherichia coli K12),,DIP-98630E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-10057N,,P76268,,83333 (Escherichia coli K12),,DIP-98923E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-47887N,,P0A8M6,,83333 (Escherichia coli K12),,DIP-100555E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-47928N,,P0AE60,,83333 (Escherichia coli K12),,DIP-101956E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-35881N,,P60240,,83333 (Escherichia coli K12),,DIP-102005E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-47857N,,P0AFF6,,83333 (Escherichia coli K12),,DIP-102063E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-102132E,,inferred by author; pull down; pull down,,19402753; 19903881; 24402227,,physical association; physical association; physical association,,high throughput; small scale; small scale;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-31860N,,P0AFG0,,83333 (Escherichia coli K12),,DIP-102133E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-35747N,,P60422,,83333 (Escherichia coli K12),,DIP-102134E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-35794N,,P0A7V8,,83333 (Escherichia coli K12),,DIP-102135E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-10773N,,P00579,,83333 (Escherichia coli K12),,DIP-102138E,,inferred by author; pull down,,19402753; 19903881,,physical association; physical association,,high throughput; small scale;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-31837N,,P0A800,,83333 (Escherichia coli K12),,DIP-102144E,,inferred by author; pull down,,19402753; 19903881,,physical association; physical association,,high throughput; small scale;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-11011N,,P06612,,83333 (Escherichia coli K12),,DIP-102157E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-11095N,,P08390,,83333 (Escherichia coli K12),,DIP-102167E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-47876N,,P0A8E5,,83333 (Escherichia coli K12),,DIP-102179E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-35879N,,P0A7Z4,,83333 (Escherichia coli K12),,DIP-102128E,,inferred by author; pull down; pull down,,19402753; 19903881; 24402227,,physical association; physical association; physical association,,high throughput; small scale; small scale;;DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-11103N,,P03018,,83333 (Escherichia coli K12),,DIP-195910E,,cross-linking study; cross-linking study; pull down,,24402227; 24402227; 24402227,,direct interaction; direct interaction; physical association,,small scale; small scale; small scale
P0A8T8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P0A8T9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P0A8U5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P0A8U9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P0A8V2	DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-35892N,,P0ACF0,,83333 (Escherichia coli K12),,DIP-96492E,,inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 19402753; 19402753,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-10708N,,P25539,,83333 (Escherichia coli K12),,DIP-96675E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-11016N,,P38684,,83333 (Escherichia coli K12),,DIP-96676E,,tandem affinity purification; inferred by author,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-10840N,,P10408,,83333 (Escherichia coli K12),,DIP-96830E,,inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 19402753; 19402753,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-35797N,,P0A7R5,,83333 (Escherichia coli K12),,DIP-97962E,,inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 19402753; 19402753,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-11011N,,P06612,,83333 (Escherichia coli K12),,DIP-97984E,,inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 19402753; 19402753,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-10057N,,P76268,,83333 (Escherichia coli K12),,DIP-98922E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-31848N,,P0A9B2,,83333 (Escherichia coli K12),,DIP-98629E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-35791N,,P60723,,83333 (Escherichia coli K12),,DIP-99673E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-36009N,,P0A7K2,,83333 (Escherichia coli K12),,DIP-99674E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-35968N,,P0A7N9,,83333 (Escherichia coli K12),,DIP-99675E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-10782N,,P02358,,83333 (Escherichia coli K12),,DIP-99676E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-35805N,,P0AG59,,83333 (Escherichia coli K12),,DIP-99677E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-35857N,,P0A7U7,,83333 (Escherichia coli K12),,DIP-99678E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-47839N,,P68679,,83333 (Escherichia coli K12),,DIP-99679E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-11103N,,P03018,,83333 (Escherichia coli K12),,DIP-99977E,,inferred by author; cross-linking study; tandem affinity purification,,19402753; 24402227; 19402753,,physical association; direct interaction; physical association,,high throughput; small scale; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-47887N,,P0A8M6,,83333 (Escherichia coli K12),,DIP-100554E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-48202N,,P0A890,,83333 (Escherichia coli K12),,DIP-100874E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-48206N,,P0ADN2,,83333 (Escherichia coli K12),,DIP-100934E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-12033N,,P76550,,83333 (Escherichia coli K12),,DIP-100695E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-6159N,,P0CE47,,83333 (Escherichia coli K12),,DIP-101786E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-35747N,,P60422,,83333 (Escherichia coli K12),,DIP-101785E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-35363N,,P0AG30,,83333 (Escherichia coli K12),,DIP-101784E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-47928N,,P0AE60,,83333 (Escherichia coli K12),,DIP-101955E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-47857N,,P0AFF6,,83333 (Escherichia coli K12),,DIP-102062E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-35879N,,P0A7Z4,,83333 (Escherichia coli K12),,DIP-102127E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-31860N,,P0AFG0,,83333 (Escherichia coli K12),,DIP-102131E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-35803N,,P0A8T7,,83333 (Escherichia coli K12),,DIP-102132E,,inferred by author; pull down; pull down,,19402753; 19903881; 24402227,,physical association; physical association; physical association,,high throughput; small scale; small scale;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-10773N,,P00579,,83333 (Escherichia coli K12),,DIP-102137E,,inferred by author; lambda repressor two hybrid; lambda repressor two hybrid; lambda repressor two hybrid,,19402753; 19366670; 19366670; 22135460,,physical association; physical association; physical association; physical association,,high throughput; small scale; small scale; small scale;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-10776N,,P24255,,83333 (Escherichia coli K12),,DIP-102142E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-31837N,,P0A800,,83333 (Escherichia coli K12),,DIP-102143E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-47876N,,P0A8E5,,83333 (Escherichia coli K12),,DIP-102178E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-10777N,,P13445,,83333 (Escherichia coli K12),,DIP-102269E,,inferred by author; inferred by author; lambda repressor two hybrid,,19402753; 19402753; 22135460,,physical association; physical association; physical association,,high throughput; high throughput; small scale;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-35881N,,P60240,,83333 (Escherichia coli K12),,DIP-102368E,,inferred by author,,19402753,,physical association,,high throughput;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-60377N,,P13338,,10665 (Bacteriophage T4),,DIP-191520E,,molecular sieving; lambda repressor two hybrid; pull down; lambda repressor two hybrid; x-ray crystallography,,22135460; 22135460; 22135460; 22135460; 22135460,,direct interaction; physical association; physical association; physical association; direct interaction,,small scale; small scale; small scale; small scale; small scale;;DIP-35777N,,P0A8V2,,83333 (Escherichia coli K12),,DIP-60748N,,P32267,,10665 (Bacteriophage T4),,DIP-196121E,,lambda repressor two hybrid; lambda repressor two hybrid,,19366670; 19366670,,physical association; physical association,,small scale; small scale
P0A8V4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P0A8V5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P0A8V6	DIP-9564N,,P0A8V6,,83333 (Escherichia coli K12),,DIP-9564N,,P0A8V6,,83333 (Escherichia coli K12),,DIP-18039E,,x-ray crystallography; comigration in non denaturing gel electrophoresis; cosedimentation in solution,,11013219; 9388199; 9388199,,direct interaction; physical interaction; physical interaction,,small scale; small scale; small scale;;DIP-9564N,,P0A8V6,,83333 (Escherichia coli K12),,DIP-9564N,,P0A8V6,,83333 (Escherichia coli K12),,DIP-18039E,,x-ray crystallography; comigration in non denaturing gel electrophoresis; cosedimentation in solution,,11013219; 9388199; 9388199,,direct interaction; physical interaction; physical interaction,,small scale; small scale; small scale
P0A8Y3	DIP-47896N,,P0A8Y3,,83333 (Escherichia coli K12),,DIP-12663N,,P39411,,83333 (Escherichia coli K12),,DIP-96738E,,tandem affinity purification; inferred by author; tandem affinity purification,,19402753; 19402753; 19402753,,physical association; physical association; physical association,,high throughput; high throughput; high throughput
