Protein	ID,,Description
P0AC41	ecj00020,,Citrate cycle (TCA cycle);;ecj00190,,Oxidative phosphorylation;;ecj00650,,Butanoate metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;eco00020,,Citrate cycle (TCA cycle);;eco00190,,Oxidative phosphorylation;;eco00650,,Butanoate metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism
P0AC47	ecj00020,,Citrate cycle (TCA cycle);;ecj00190,,Oxidative phosphorylation;;ecj00620,,Pyruvate metabolism;;ecj00650,,Butanoate metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;ecj02020,,Two-component system;;eco00020,,Citrate cycle (TCA cycle);;eco00190,,Oxidative phosphorylation;;eco00620,,Pyruvate metabolism;;eco00650,,Butanoate metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism;;eco02020,,Two-component system
P0AC50	sfl00020,,Citrate cycle (TCA cycle);;sfl00190,,Oxidative phosphorylation;;sfl00620,,Pyruvate metabolism;;sfl00650,,Butanoate metabolism;;sfl01100,,Metabolic pathways;;sfl01110,,Biosynthesis of secondary metabolites;;sfl01120,,Microbial metabolism in diverse environments;;sfl01130,,Biosynthesis of antibiotics;;sfl01200,,Carbon metabolism;;sfl02020,,Two-component system;;sfx00020,,Citrate cycle (TCA cycle);;sfx00190,,Oxidative phosphorylation;;sfx00620,,Pyruvate metabolism;;sfx00650,,Butanoate metabolism;;sfx01100,,Metabolic pathways;;sfx01110,,Biosynthesis of secondary metabolites;;sfx01120,,Microbial metabolism in diverse environments;;sfx01130,,Biosynthesis of antibiotics;;sfx01200,,Carbon metabolism;;sfx02020,,Two-component system
P0AC55	N/A,,N/A
P0AC59	N/A,,N/A
P0AC62	N/A,,N/A
P0AC69	N/A,,N/A
P0AC81	ecj00620,,Pyruvate metabolism;;eco00620,,Pyruvate metabolism
P0AC87	sfl00500,,Starch and sucrose metabolism;;sfl01100,,Metabolic pathways;;sfl01110,,Biosynthesis of secondary metabolites;;sfx00500,,Starch and sucrose metabolism;;sfx01100,,Metabolic pathways;;sfx01110,,Biosynthesis of secondary metabolites
P0AC90	ece00051,,Fructose and mannose metabolism;;ece00520,,Amino sugar and nucleotide sugar metabolism;;ece01100,,Metabolic pathways;;ecs00051,,Fructose and mannose metabolism;;ecs00520,,Amino sugar and nucleotide sugar metabolism;;ecs01100,,Metabolic pathways
P0AC91	sfl00051,,Fructose and mannose metabolism;;sfl00520,,Amino sugar and nucleotide sugar metabolism;;sfl01100,,Metabolic pathways;;sfx00051,,Fructose and mannose metabolism;;sfx00520,,Amino sugar and nucleotide sugar metabolism;;sfx01100,,Metabolic pathways
P0ACA3	N/A,,N/A
P0ACA5	N/A,,N/A
P0ACB3	sfl00860,,Porphyrin and chlorophyll metabolism;;sfl01100,,Metabolic pathways;;sfl01110,,Biosynthesis of secondary metabolites;;sfl01120,,Microbial metabolism in diverse environments;;sfx00860,,Porphyrin and chlorophyll metabolism;;sfx01100,,Metabolic pathways;;sfx01110,,Biosynthesis of secondary metabolites;;sfx01120,,Microbial metabolism in diverse environments
P0ACB4	ecj00860,,Porphyrin and chlorophyll metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;eco00860,,Porphyrin and chlorophyll metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites
P0ACB9	N/A,,N/A
P0ACC2	N/A,,N/A
P0ACC3	N/A,,N/A
P0ACD6	N/A,,N/A
P0ACD7	N/A,,N/A
P0ACD8	ecj00633,,Nitrotoluene degradation;;ecj01120,,Microbial metabolism in diverse environments;;eco00633,,Nitrotoluene degradation;;eco01120,,Microbial metabolism in diverse environments
P0ACE2	sfl00633,,Nitrotoluene degradation;;sfl01120,,Microbial metabolism in diverse environments;;sfx00633,,Nitrotoluene degradation;;sfx01120,,Microbial metabolism in diverse environments
P0ACE5	N/A,,N/A
P0ACE6	N/A,,N/A
P0ACE7	N/A,,N/A
P0ACF0	N/A,,N/A
P0ACF4	N/A,,N/A
P0ACF8	N/A,,N/A
P0ACG0	N/A,,N/A
P0ACG1	N/A,,N/A
P0ACG3	N/A,,N/A
P0ACI9	N/A,,N/A
P0ACJ0	N/A,,N/A
P0ACK9	N/A,,N/A
P0ACL4	N/A,,N/A
P0ACL8	N/A,,N/A
P0ACN4	N/A,,N/A
P0ACP3	N/A,,N/A
P0ACP8	N/A,,N/A
P0ACS1	N/A,,N/A
P0ACW7	N/A,,N/A
P0ACZ3	N/A,,N/A
P0ACZ4	ecj02020,,Two-component system;;eco02020,,Two-component system
P0ACZ7	sfl02020,,Two-component system;;sfx02020,,Two-component system
P0AD23	N/A,,N/A
P0AD24	N/A,,N/A
P0AD59	N/A,,N/A
P0AD61	ecj00010,,Glycolysis / Gluconeogenesis;;ecj00230,,Purine metabolism;;ecj00620,,Pyruvate metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;ecj01230,,Biosynthesis of amino acids;;eco00010,,Glycolysis / Gluconeogenesis;;eco00230,,Purine metabolism;;eco00620,,Pyruvate metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism;;eco01230,,Biosynthesis of amino acids
P0AD62	ece00010,,Glycolysis / Gluconeogenesis;;ece00230,,Purine metabolism;;ece00620,,Pyruvate metabolism;;ece01100,,Metabolic pathways;;ece01110,,Biosynthesis of secondary metabolites;;ece01120,,Microbial metabolism in diverse environments;;ece01130,,Biosynthesis of antibiotics;;ece01200,,Carbon metabolism;;ece01230,,Biosynthesis of amino acids;;ecs00010,,Glycolysis / Gluconeogenesis;;ecs00230,,Purine metabolism;;ecs00620,,Pyruvate metabolism;;ecs01100,,Metabolic pathways;;ecs01110,,Biosynthesis of secondary metabolites;;ecs01120,,Microbial metabolism in diverse environments;;ecs01130,,Biosynthesis of antibiotics;;ecs01200,,Carbon metabolism;;ecs01230,,Biosynthesis of amino acids
P0ADB1	N/A,,N/A
P0ADB7	N/A,,N/A
P0ADC5	ece02010,,ABC transporters;;ecs02010,,ABC transporters
P0ADE6	N/A,,N/A
P0ADE9	N/A,,N/A
P0ADG7	ecj00230,,Purine metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;eco00230,,Purine metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites
P0ADG8	ece00230,,Purine metabolism;;ece01100,,Metabolic pathways;;ece01110,,Biosynthesis of secondary metabolites;;ecs00230,,Purine metabolism;;ecs01100,,Metabolic pathways;;ecs01110,,Biosynthesis of secondary metabolites
P0ADI4	ecj01053,,Biosynthesis of siderophore group nonribosomal peptides;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01130,,Biosynthesis of antibiotics;;eco01053,,Biosynthesis of siderophore group nonribosomal peptides;;eco01110,,Biosynthesis of secondary metabolites;;eco01130,,Biosynthesis of antibiotics
P0ADN2	N/A,,N/A
P0ADN4	N/A,,N/A
P0ADN5	N/A,,N/A
P0ADQ7	N/A,,N/A
P0ADR7	N/A,,N/A
P0ADS2	N/A,,N/A
P0ADS5	N/A,,N/A
P0ADT4	N/A,,N/A
P0ADU5	N/A,,N/A
P0ADW3	N/A,,N/A
P0ADW5	N/A,,N/A
P0ADX1	N/A,,N/A
P0ADY3	ecj03010,,Ribosome;;eco03010,,Ribosome
P0ADY6	sfl03010,,Ribosome;;sfx03010,,Ribosome
P0ADY7	ecj03010,,Ribosome;;eco03010,,Ribosome
P0ADZ3	sfl03010,,Ribosome;;sfx03010,,Ribosome
P0AE08	N/A,,N/A
P0AE10	N/A,,N/A
P0AE11	N/A,,N/A
P0AE12	ecj00230,,Purine metabolism;;eco00230,,Purine metabolism
P0AE18	N/A,,N/A
P0AE20	N/A,,N/A
P0AE21	N/A,,N/A
P0AE39	N/A,,N/A
P0AE52	N/A,,N/A
P0AE54	N/A,,N/A
P0AE55	N/A,,N/A
P0AE62	N/A,,N/A
P0AE67	ecj02020,,Two-component system;;ecj02030,,Bacterial chemotaxis;;eco02020,,Two-component system;;eco02030,,Bacterial chemotaxis
P0AE68	ece02020,,Two-component system;;ece02030,,Bacterial chemotaxis;;ecs02020,,Two-component system;;ecs02030,,Bacterial chemotaxis
P0AE82	ecj01503,,Cationic antimicrobial peptide (CAMP) resistance;;ecj02020,,Two-component system;;eco01503,,Cationic antimicrobial peptide (CAMP) resistance;;eco02020,,Two-component system
P0AE88	ecj01503,,Cationic antimicrobial peptide (CAMP) resistance;;ecj02020,,Two-component system;;eco01503,,Cationic antimicrobial peptide (CAMP) resistance;;eco02020,,Two-component system
P0AEB2	ecj00550,,Peptidoglycan biosynthesis;;ecj01100,,Metabolic pathways;;eco00550,,Peptidoglycan biosynthesis;;eco01100,,Metabolic pathways
P0AEB7	N/A,,N/A
P0AEC3	ecj02020,,Two-component system;;ecj02026,,Biofilm formation - Escherichia coli;;eco02020,,Two-component system;;eco02026,,Biofilm formation - Escherichia coli
P0AED0	N/A,,N/A
P0AED2	N/A,,N/A
P0AED5	ecj02020,,Two-component system;;ecj02026,,Biofilm formation - Escherichia coli;;eco02020,,Two-component system;;eco02026,,Biofilm formation - Escherichia coli
P0AED6	sfl02020,,Two-component system;;sfx02020,,Two-component system
P0AEE5	ecj02010,,ABC transporters;;ecj02030,,Bacterial chemotaxis;;eco02010,,ABC transporters;;eco02030,,Bacterial chemotaxis
P0AEE7	sfl02010,,ABC transporters;;sfl02030,,Bacterial chemotaxis;;sfx02010,,ABC transporters;;sfx02030,,Bacterial chemotaxis
P0AEH5	N/A,,N/A
P0AEI3	N/A,,N/A
P0AEJ4	ecj02020,,Two-component system;;ecj02026,,Biofilm formation - Escherichia coli;;eco02020,,Two-component system;;eco02026,,Biofilm formation - Escherichia coli
P0AEK2	ecj00061,,Fatty acid biosynthesis;;ecj00780,,Biotin metabolism;;ecj01100,,Metabolic pathways;;ecj01130,,Biosynthesis of antibiotics;;ecj01212,,Fatty acid metabolism;;eco00061,,Fatty acid biosynthesis;;eco00780,,Biotin metabolism;;eco01100,,Metabolic pathways;;eco01130,,Biosynthesis of antibiotics;;eco01212,,Fatty acid metabolism
P0AEK5	ece00061,,Fatty acid biosynthesis;;ece00780,,Biotin metabolism;;ece01100,,Metabolic pathways;;ece01130,,Biosynthesis of antibiotics;;ece01212,,Fatty acid metabolism;;ecs00061,,Fatty acid biosynthesis;;ecs00780,,Biotin metabolism;;ecs01100,,Metabolic pathways;;ecs01130,,Biosynthesis of antibiotics;;ecs01212,,Fatty acid metabolism
P0AEL5	N/A,,N/A
P0AEP5	ece00040,,Pentose and glucuronate interconversions;;ece00052,,Galactose metabolism;;ece00500,,Starch and sucrose metabolism;;ece00520,,Amino sugar and nucleotide sugar metabolism;;ece01100,,Metabolic pathways;;ece01130,,Biosynthesis of antibiotics;;ecs00040,,Pentose and glucuronate interconversions;;ecs00052,,Galactose metabolism;;ecs00500,,Starch and sucrose metabolism;;ecs00520,,Amino sugar and nucleotide sugar metabolism;;ecs01100,,Metabolic pathways;;ecs01130,,Biosynthesis of antibiotics
P0AES0	ecj00480,,Glutathione metabolism;;ecj01100,,Metabolic pathways;;eco00480,,Glutathione metabolism;;eco01100,,Metabolic pathways
P0AES5	N/A,,N/A
P0AES7	N/A,,N/A
P0AES8	N/A,,N/A
P0AET8	ecj00121,,Secondary bile acid biosynthesis;;eco00121,,Secondary bile acid biosynthesis
P0AET9	ece00121,,Secondary bile acid biosynthesis;;ecs00121,,Secondary bile acid biosynthesis
P0AEU0	ecj02010,,ABC transporters;;eco02010,,ABC transporters
P0AEU7	N/A,,N/A
P0AEV1	N/A,,N/A
P0AEX9	ecj02010,,ABC transporters;;ecj02030,,Bacterial chemotaxis;;eco02010,,ABC transporters;;eco02030,,Bacterial chemotaxis
P0AEZ6	N/A,,N/A
P0AEZ9	ecj00790,,Folate biosynthesis;;ecj01100,,Metabolic pathways;;eco00790,,Folate biosynthesis;;eco01100,,Metabolic pathways
P0AF04	ece00790,,Folate biosynthesis;;ece01100,,Metabolic pathways;;ece04122,,Sulfur relay system;;ecs00790,,Folate biosynthesis;;ecs01100,,Metabolic pathways;;ecs04122,,Sulfur relay system
P0AF05	sfl00790,,Folate biosynthesis;;sfl01100,,Metabolic pathways;;sfl04122,,Sulfur relay system;;sfx00790,,Folate biosynthesis;;sfx01100,,Metabolic pathways;;sfx04122,,Sulfur relay system
P0AF24	N/A,,N/A
P0AF25	N/A,,N/A
P0AF28	ecj02020,,Two-component system;;eco02020,,Two-component system
P0AF49	N/A,,N/A
P0AF50	N/A,,N/A
P0AF69	N/A,,N/A
P0AF93	N/A,,N/A
P0AFA3	ece02020,,Two-component system;;ecs02020,,Two-component system
P0AFB5	ecj02020,,Two-component system;;eco02020,,Two-component system
P0AFB6	ece02020,,Two-component system;;ecs02020,,Two-component system
P0AFC7	ecj00190,,Oxidative phosphorylation;;ecj01100,,Metabolic pathways;;eco00190,,Oxidative phosphorylation;;eco01100,,Metabolic pathways
P0AFC9	ece00190,,Oxidative phosphorylation;;ece01100,,Metabolic pathways;;ecs00190,,Oxidative phosphorylation;;ecs01100,,Metabolic pathways
P0AFD6	ecj00190,,Oxidative phosphorylation;;ecj01100,,Metabolic pathways;;eco00190,,Oxidative phosphorylation;;eco01100,,Metabolic pathways
P0AFD8	ece00190,,Oxidative phosphorylation;;ece01100,,Metabolic pathways;;ecs00190,,Oxidative phosphorylation;;ecs01100,,Metabolic pathways
P0AFD9	sfl00190,,Oxidative phosphorylation;;sfl01100,,Metabolic pathways;;sfx00190,,Oxidative phosphorylation;;sfx01100,,Metabolic pathways
P0AFE3	sfl00190,,Oxidative phosphorylation;;sfl01100,,Metabolic pathways;;sfx00190,,Oxidative phosphorylation;;sfx01100,,Metabolic pathways
P0AFF9	N/A,,N/A
P0AFG0	N/A,,N/A
P0AFG5	ece00020,,Citrate cycle (TCA cycle);;ece01100,,Metabolic pathways;;ece01110,,Biosynthesis of secondary metabolites;;ece01120,,Microbial metabolism in diverse environments;;ece01130,,Biosynthesis of antibiotics;;ece01200,,Carbon metabolism;;ecs00020,,Citrate cycle (TCA cycle);;ecs01100,,Metabolic pathways;;ecs01110,,Biosynthesis of secondary metabolites;;ecs01120,,Microbial metabolism in diverse environments;;ecs01130,,Biosynthesis of antibiotics;;ecs01200,,Carbon metabolism
P0AFG6	ecj00020,,Citrate cycle (TCA cycle);;ecj00310,,Lysine degradation;;ecj00380,,Tryptophan metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;eco00020,,Citrate cycle (TCA cycle);;eco00310,,Lysine degradation;;eco00380,,Tryptophan metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism
P0AFG8	ecj00010,,Glycolysis / Gluconeogenesis;;ecj00020,,Citrate cycle (TCA cycle);;ecj00620,,Pyruvate metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;eco00010,,Glycolysis / Gluconeogenesis;;eco00020,,Citrate cycle (TCA cycle);;eco00620,,Pyruvate metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism
P0AFG9	ece00010,,Glycolysis / Gluconeogenesis;;ece00020,,Citrate cycle (TCA cycle);;ece00620,,Pyruvate metabolism;;ece01100,,Metabolic pathways;;ece01110,,Biosynthesis of secondary metabolites;;ece01120,,Microbial metabolism in diverse environments;;ece01130,,Biosynthesis of antibiotics;;ece01200,,Carbon metabolism;;ecs00010,,Glycolysis / Gluconeogenesis;;ecs00020,,Citrate cycle (TCA cycle);;ecs00620,,Pyruvate metabolism;;ecs01100,,Metabolic pathways;;ecs01110,,Biosynthesis of secondary metabolites;;ecs01120,,Microbial metabolism in diverse environments;;ecs01130,,Biosynthesis of antibiotics;;ecs01200,,Carbon metabolism
P0AFH6	ecj01501,,beta-Lactam resistance;;ecj02010,,ABC transporters;;ecj02024,,Quorum sensing;;eco01501,,beta-Lactam resistance;;eco02010,,ABC transporters;;eco02024,,Quorum sensing
P0AFH8	N/A,,N/A
P0AFI8	sfl00750,,Vitamin B6 metabolism;;sfl01100,,Metabolic pathways;;sfl01120,,Microbial metabolism in diverse environments;;sfx00750,,Vitamin B6 metabolism;;sfx01100,,Metabolic pathways;;sfx01120,,Microbial metabolism in diverse environments
P0AFJ1	N/A,,N/A
P0AFJ5	ecj02020,,Two-component system;;eco02020,,Two-component system
P0AFJ6	ece02020,,Two-component system;;ecs02020,,Two-component system
P0AFM2	ecj02010,,ABC transporters;;eco02010,,ABC transporters
P0AFM6	N/A,,N/A
P0AFP6	N/A,,N/A
P0AFP8	N/A,,N/A
P0AFU9	sfl00740,,Riboflavin metabolism;;sfl01100,,Metabolic pathways;;sfl01110,,Biosynthesis of secondary metabolites;;sfx00740,,Riboflavin metabolism;;sfx01100,,Metabolic pathways;;sfx01110,,Biosynthesis of secondary metabolites
P0AFW2	N/A,,N/A
P0AG07	ecj00030,,Pentose phosphate pathway;;ecj00040,,Pentose and glucuronate interconversions;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;ecj01230,,Biosynthesis of amino acids;;eco00030,,Pentose phosphate pathway;;eco00040,,Pentose and glucuronate interconversions;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism;;eco01230,,Biosynthesis of amino acids
P0AG10	sfl00030,,Pentose phosphate pathway;;sfl00040,,Pentose and glucuronate interconversions;;sfl01100,,Metabolic pathways;;sfl01110,,Biosynthesis of secondary metabolites;;sfl01120,,Microbial metabolism in diverse environments;;sfl01130,,Biosynthesis of antibiotics;;sfl01200,,Carbon metabolism;;sfl01230,,Biosynthesis of amino acids;;sfx00030,,Pentose phosphate pathway;;sfx00040,,Pentose and glucuronate interconversions;;sfx01100,,Metabolic pathways;;sfx01110,,Biosynthesis of secondary metabolites;;sfx01120,,Microbial metabolism in diverse environments;;sfx01130,,Biosynthesis of antibiotics;;sfx01200,,Carbon metabolism;;sfx01230,,Biosynthesis of amino acids
P0AG23	sfl00230,,Purine metabolism;;sfx00230,,Purine metabolism
P0AG26	sfl00230,,Purine metabolism;;sfx00230,,Purine metabolism
P0AG30	ecj03018,,RNA degradation;;eco03018,,RNA degradation
P0AG40	ecj00740,,Riboflavin metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;eco00740,,Riboflavin metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites
P0AG46	ece03010,,Ribosome;;ecs03010,,Ribosome
P0AG48	ecj03010,,Ribosome;;eco03010,,Ribosome
P0AG49	ece03010,,Ribosome;;ecs03010,,Ribosome
P0AG51	ecj03010,,Ribosome;;eco03010,,Ribosome
P0AG55	ecj03010,,Ribosome;;eco03010,,Ribosome
P0AG57	ece03010,,Ribosome;;ecs03010,,Ribosome
P0AG58	sfl03010,,Ribosome;;sfx03010,,Ribosome
P0AG61	ece03010,,Ribosome;;ecs03010,,Ribosome
P0AG63	ecj03010,,Ribosome;;eco03010,,Ribosome
P0AG65	ece03010,,Ribosome;;ecs03010,,Ribosome
P0AG66	sfl03010,,Ribosome;;sfx03010,,Ribosome
P0AG67	ecj03010,,Ribosome;;eco03010,,Ribosome
P0AG70	sfl03010,,Ribosome;;sfx03010,,Ribosome
P0AG73	N/A,,N/A
P0AG83	sfl02010,,ABC transporters;;sfl02020,,Two-component system;;sfx02010,,ABC transporters;;sfx02020,,Two-component system
P0AG86	ecj02024,,Quorum sensing;;ecj03060,,Protein export;;ecj03070,,Bacterial secretion system;;eco02024,,Quorum sensing;;eco03060,,Protein export;;eco03070,,Bacterial secretion system
P0AG92	sfl03060,,Protein export;;sfl03070,,Bacterial secretion system;;sfx03060,,Protein export;;sfx03070,,Bacterial secretion system
P0AG95	ece03060,,Protein export;;ece03070,,Bacterial secretion system;;ecs03060,,Protein export;;ecs03070,,Bacterial secretion system
P0AGA2	ecj02024,,Quorum sensing;;ecj03060,,Protein export;;ecj03070,,Bacterial secretion system;;eco02024,,Quorum sensing;;eco03060,,Protein export;;eco03070,,Bacterial secretion system
P0AGA4	ece02024,,Quorum sensing;;ece03060,,Protein export;;ece03070,,Bacterial secretion system;;ecs02024,,Quorum sensing;;ecs03060,,Protein export;;ecs03070,,Bacterial secretion system
P0AGA5	sfl02024,,Quorum sensing;;sfl03060,,Protein export;;sfl03070,,Bacterial secretion system;;sfx02024,,Quorum sensing;;sfx03060,,Protein export;;sfx03070,,Bacterial secretion system
P0AGA6	ecj02020,,Two-component system;;eco02020,,Two-component system
P0AGB0	ecj00260,,Glycine, serine and threonine metabolism;;ecj00680,,Methane metabolism;;ecj01100,,Metabolic pathways;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;ecj01230,,Biosynthesis of amino acids;;eco00260,,Glycine, serine and threonine metabolism;;eco00680,,Methane metabolism;;eco01100,,Metabolic pathways;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism;;eco01230,,Biosynthesis of amino acids
P0AGD3	N/A,,N/A
P0AGD6	N/A,,N/A
P0AGE9	ecj00020,,Citrate cycle (TCA cycle);;ecj00640,,Propanoate metabolism;;ecj00660,,C5-Branched dibasic acid metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;eco00020,,Citrate cycle (TCA cycle);;eco00640,,Propanoate metabolism;;eco00660,,C5-Branched dibasic acid metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism
P0AGG4	N/A,,N/A
P0AGG8	N/A,,N/A
P0AGJ0	N/A,,N/A
P0AGJ1	N/A,,N/A
P0AGJ9	ecj00970,,Aminoacyl-tRNA biosynthesis;;eco00970,,Aminoacyl-tRNA biosynthesis
P0C018	ecj03010,,Ribosome;;eco03010,,Ribosome
P0C020	ece03010,,Ribosome;;ecs03010,,Ribosome
P0C021	sfl03010,,Ribosome;;sfx03010,,Ribosome
P0C037	ecj00230,,Purine metabolism;;ecj00240,,Pyrimidine metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;eco00230,,Purine metabolism;;eco00240,,Pyrimidine metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites
P0C039	ece00230,,Purine metabolism;;ece00240,,Pyrimidine metabolism;;ece01100,,Metabolic pathways;;ece01110,,Biosynthesis of secondary metabolites;;ecs00230,,Purine metabolism;;ecs00240,,Pyrimidine metabolism;;ecs01100,,Metabolic pathways;;ecs01110,,Biosynthesis of secondary metabolites
P0C046	N/A,,N/A
P0C055	N/A,,N/A
P0C061	N/A,,N/A
P0C0F6	xcc02020,,Two-component system;;xcc02024,,Quorum sensing
P0C0L2	N/A,,N/A
P0C0L7	N/A,,N/A
P0C0L8	N/A,,N/A
P0C0R8	N/A,,N/A
P0C0V0	ecj01503,,Cationic antimicrobial peptide (CAMP) resistance;;ecj02020,,Two-component system;;eco01503,,Cationic antimicrobial peptide (CAMP) resistance;;eco02020,,Two-component system
P0C281	N/A,,N/A
P0C5S3	sme02020,,Two-component system
P0C5S4	N/A,,N/A
P0C8J6	ecj00052,,Galactose metabolism;;ecj01100,,Metabolic pathways;;eco00052,,Galactose metabolism;;eco01100,,Metabolic pathways
P0C8J8	ecj00052,,Galactose metabolism;;ecj01100,,Metabolic pathways;;eco00052,,Galactose metabolism;;eco01100,,Metabolic pathways
P0CE47	N/A,,N/A
P0CE48	N/A,,N/A
P0CG95	N/A,,N/A
P0CG96	N/A,,N/A
P0CH91	N/A,,N/A
P0CI73	bsu00250,,Alanine, aspartate and glutamate metabolism;;bsu00520,,Amino sugar and nucleotide sugar metabolism;;bsu01100,,Metabolic pathways;;bsu01130,,Biosynthesis of antibiotics
P0CI74	N/A,,N/A
P0CI75	bsu00780,,Biotin metabolism;;bsu01100,,Metabolic pathways
P0CI78	bsu03010,,Ribosome
P0CI80	bsu00040,,Pentose and glucuronate interconversions;;bsu00051,,Fructose and mannose metabolism;;bsu01100,,Metabolic pathways
P0CV86	N/A,,N/A
P0DJF8	syn00270,,Cysteine and methionine metabolism;;syn01100,,Metabolic pathways
P0DJM1	N/A,,N/A
P0DJM2	lmo03018,,RNA degradation
P0DJM3	N/A,,N/A
P0DJO8	N/A,,N/A
P0DJP1	lmo03010,,Ribosome
P0DJP2	lmo03018,,RNA degradation
P0DM80	stm01503,,Cationic antimicrobial peptide (CAMP) resistance;;stm02020,,Two-component system
P10121	ecj02024,,Quorum sensing;;ecj03060,,Protein export;;ecj03070,,Bacterial secretion system;;eco02024,,Quorum sensing;;eco03060,,Protein export;;eco03070,,Bacterial secretion system
P10408	ecj02024,,Quorum sensing;;ecj03060,,Protein export;;ecj03070,,Bacterial secretion system;;eco02024,,Quorum sensing;;eco03060,,Protein export;;eco03070,,Bacterial secretion system
P10727	N/A,,N/A
P10908	ecj00564,,Glycerophospholipid metabolism;;eco00564,,Glycerophospholipid metabolism
P10958	sme02020,,Two-component system
P11044	bsu00240,,Pyrimidine metabolism;;bsu00670,,One carbon pool by folate;;bsu01100,,Metabolic pathways
P11065	N/A,,N/A
P11162	N/A,,N/A
P11311	N/A,,N/A
P11386	sai00020,,Citrate cycle (TCA cycle);;sai00270,,Cysteine and methionine metabolism;;sai00620,,Pyruvate metabolism;;sai00630,,Glyoxylate and dicarboxylate metabolism;;sai00680,,Methane metabolism;;sai00720,,Carbon fixation pathways in prokaryotes;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01120,,Microbial metabolism in diverse environments;;sai01130,,Biosynthesis of antibiotics;;sai01200,,Carbon metabolism
